#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
4909,32084900,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene ('Candida glycerinogenes'; Candida acidothermophilum; Candida krusei; Issatchenkia orientalis; Saccharomyces krusei).,other,-,-,-,-,20210109,-
4909,40385632,C5L36_0D05290,C5L36_0D05290,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385633,C5L36_0D05300,C5L36_0D05300,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385634,C5L36_0D05310,C5L36_0D05310,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385635,C5L36_0D05320,C5L36_0D05320,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385636,C5L36_0D05330,C5L36_0D05330,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385637,C5L36_0D05340,C5L36_0D05340,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385638,C5L36_0D05350,C5L36_0D05350,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385639,C5L36_0D05360,C5L36_0D05360,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385640,C5L36_0D05370,C5L36_0D05370,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385641,C5L36_0D05380,C5L36_0D05380,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385642,C5L36_0D05390,C5L36_0D05390,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385643,C5L36_0D05400,C5L36_0D05400,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385644,C5L36_0D05410,C5L36_0D05410,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385645,C5L36_0D05420,C5L36_0D05420,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385646,C5L36_0D05440,C5L36_0D05440,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385647,C5L36_0D05450,C5L36_0D05450,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385648,C5L36_0D05460,C5L36_0D05460,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385649,C5L36_0D05465,C5L36_0D05465,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385650,C5L36_0D05470,C5L36_0D05470,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385651,C5L36_0D05480,C5L36_0D05480,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385652,C5L36_0D05490,C5L36_0D05490,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385653,C5L36_0D05500,C5L36_0D05500,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385654,C5L36_0D05510,C5L36_0D05510,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385655,C5L36_0D05520,C5L36_0D05520,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385656,C5L36_0D05530,C5L36_0D05530,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385657,C5L36_0D05540,C5L36_0D05540,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385658,C5L36_0D05550,C5L36_0D05550,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385659,C5L36_0D05560,C5L36_0D05560,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385660,C5L36_0D05570,C5L36_0D05570,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385661,C5L36_0D05580,C5L36_0D05580,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385662,C5L36_0D05590,C5L36_0D05590,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385663,C5L36_0D05600,C5L36_0D05600,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385664,C5L36_0D05610,C5L36_0D05610,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385665,C5L36_0D05620,C5L36_0D05620,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385666,C5L36_0D05630,C5L36_0D05630,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385667,C5L36_0D05640,C5L36_0D05640,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385668,C5L36_0D05660,C5L36_0D05660,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385669,C5L36_0D05670,C5L36_0D05670,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385670,C5L36_0D05680,C5L36_0D05680,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385671,C5L36_0D05690,C5L36_0D05690,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385672,C5L36_0D05700,C5L36_0D05700,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385673,C5L36_0D05710,C5L36_0D05710,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385674,C5L36_0D05720,C5L36_0D05720,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385675,C5L36_0D05730,C5L36_0D05730,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385676,C5L36_0D05740,C5L36_0D05740,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385677,C5L36_0D05750,C5L36_0D05750,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385678,C5L36_0D05760,C5L36_0D05760,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385679,C5L36_0D05770,C5L36_0D05770,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385680,C5L36_0D05780,C5L36_0D05780,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385681,C5L36_0D05790,C5L36_0D05790,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385682,C5L36_0D05800,C5L36_0D05800,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201010,-
4909,40385683,C5L36_0D05810,C5L36_0D05810,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385684,C5L36_0D05820,C5L36_0D05820,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385685,C5L36_0D05830,C5L36_0D05830,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385686,C5L36_0D05840,C5L36_0D05840,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385687,C5L36_0D05850,C5L36_0D05850,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385688,C5L36_0D05860,C5L36_0D05860,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385689,C5L36_0D05870,C5L36_0D05870,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385690,C5L36_0D05880,C5L36_0D05880,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385691,C5L36_0D05890,C5L36_0D05890,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385692,C5L36_0D05900,C5L36_0D05900,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385693,C5L36_0D05910,C5L36_0D05910,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385694,C5L36_0D05920,C5L36_0D05920,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385695,C5L36_0D05930,C5L36_0D05930,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385696,C5L36_0D05940,C5L36_0D05940,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385697,C5L36_0D05950,C5L36_0D05950,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385698,C5L36_0D05960,C5L36_0D05960,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385699,C5L36_0D05970,C5L36_0D05970,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385700,C5L36_0D05980,C5L36_0D05980,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385701,C5L36_0D05990,C5L36_0D05990,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385702,C5L36_0D06000,C5L36_0D06000,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385703,C5L36_0D06010,C5L36_0D06010,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385704,C5L36_0D06020,C5L36_0D06020,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385705,C5L36_0D06030,C5L36_0D06030,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385706,C5L36_0D06040,C5L36_0D06040,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385707,C5L36_0D06050,C5L36_0D06050,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385708,C5L36_0D06060,C5L36_0D06060,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385709,C5L36_0D06070,C5L36_0D06070,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385710,C5L36_0D06080,C5L36_0D06080,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385711,C5L36_0D06090,C5L36_0D06090,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385712,C5L36_0D06100,C5L36_0D06100,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385713,C5L36_0D06110,C5L36_0D06110,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385714,C5L36_0D06120,C5L36_0D06120,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385715,C5L36_0D06130,C5L36_0D06130,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385716,C5L36_0D06140,C5L36_0D06140,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201003,-
4909,40385717,C5L36_0D06150,C5L36_0D06150,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385718,C5L36_0D06160,C5L36_0D06160,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385719,C5L36_0D06170,C5L36_0D06170,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385720,C5L36_0D06180,C5L36_0D06180,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385721,C5L36_0D06190,C5L36_0D06190,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385722,C5L36_0D06200,C5L36_0D06200,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385723,C5L36_0D06210,C5L36_0D06210,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385724,C5L36_0D06220,C5L36_0D06220,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385725,C5L36_0D06230,C5L36_0D06230,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385726,C5L36_0D06240,C5L36_0D06240,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385727,C5L36_0D06250,C5L36_0D06250,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385728,C5L36_0D06260,C5L36_0D06260,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385729,C5L36_0D06270,C5L36_0D06270,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385730,C5L36_0D06280,C5L36_0D06280,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385731,C5L36_0D06290,C5L36_0D06290,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385732,C5L36_0D06300,C5L36_0D06300,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385733,C5L36_0D06310,C5L36_0D06310,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385734,C5L36_0D06320,C5L36_0D06320,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385735,C5L36_0D06330,C5L36_0D06330,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385736,C5L36_0D06340,C5L36_0D06340,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385737,C5L36_0D06350,C5L36_0D06350,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385738,C5L36_0D06360,C5L36_0D06360,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385739,C5L36_0D06370,C5L36_0D06370,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385740,C5L36_0D06380,C5L36_0D06380,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385741,C5L36_0D06390,C5L36_0D06390,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385742,C5L36_0D06400,C5L36_0D06400,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385743,C5L36_0D06410,C5L36_0D06410,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385744,C5L36_0D06420,C5L36_0D06420,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385745,C5L36_0D06430,C5L36_0D06430,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385746,C5L36_0D06440,C5L36_0D06440,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385747,C5L36_0D06450,C5L36_0D06450,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385748,C5L36_0D06460,C5L36_0D06460,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385749,C5L36_0D06470,C5L36_0D06470,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385750,C5L36_0D06480,C5L36_0D06480,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385751,C5L36_0D06490,C5L36_0D06490,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385752,C5L36_0D06500,C5L36_0D06500,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385753,C5L36_0D06510,C5L36_0D06510,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385754,C5L36_0D06520,C5L36_0D06520,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385755,C5L36_0D06530,C5L36_0D06530,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385756,C5L36_0D06540,C5L36_0D06540,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385757,C5L36_0D06550,C5L36_0D06550,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385758,C5L36_0D06560,C5L36_0D06560,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385759,C5L36_0D06570,C5L36_0D06570,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385760,C5L36_0D06572,C5L36_0D06572,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385761,C5L36_0D06574,C5L36_0D06574,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385762,C5L36_0D06576,C5L36_0D06576,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385763,C5L36_0D06578,C5L36_0D06578,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385764,C5L36_0D06580,C5L36_0D06580,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385765,C5L36_0D06590,C5L36_0D06590,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385766,C5L36_0D06600,C5L36_0D06600,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385767,C5L36_0Dtrna10A,C5L36_0Dtrna10A,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385768,C5L36_0Dtrna10G,C5L36_0Dtrna10G,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385769,C5L36_0Dtrna10R,C5L36_0Dtrna10R,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385770,C5L36_0Dtrna10S,C5L36_0Dtrna10S,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385771,C5L36_0Dtrna10V,C5L36_0Dtrna10V,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385772,C5L36_0Dtrna11G,C5L36_0Dtrna11G,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385773,C5L36_0Dtrna12G,C5L36_0Dtrna12G,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385774,C5L36_0Dtrna14L,C5L36_0Dtrna14L,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385775,C5L36_0Dtrna3N,C5L36_0Dtrna3N,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385776,C5L36_0Dtrna4H,C5L36_0Dtrna4H,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385777,C5L36_0Dtrna4N,C5L36_0Dtrna4N,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385778,C5L36_0Dtrna4W,C5L36_0Dtrna4W,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385779,C5L36_0Dtrna4Y,C5L36_0Dtrna4Y,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385780,C5L36_0Dtrna5D,C5L36_0Dtrna5D,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385781,C5L36_0Dtrna5P,C5L36_0Dtrna5P,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385782,C5L36_0Dtrna5Y,C5L36_0Dtrna5Y,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385783,C5L36_0Dtrna6D,C5L36_0Dtrna6D,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385784,C5L36_0Dtrna6P,C5L36_0Dtrna6P,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385785,C5L36_0Dtrna7I,C5L36_0Dtrna7I,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385786,C5L36_0Dtrna7K,C5L36_0Dtrna7K,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385787,C5L36_0Dtrna7P,C5L36_0Dtrna7P,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385788,C5L36_0Dtrna7Q,C5L36_0Dtrna7Q,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385789,C5L36_0Dtrna8E,C5L36_0Dtrna8E,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385790,C5L36_0Dtrna8K,C5L36_0Dtrna8K,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385791,C5L36_0Dtrna8V,C5L36_0Dtrna8V,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385792,C5L36_0Dtrna9A,C5L36_0Dtrna9A,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385793,C5L36_0Dtrna9G,C5L36_0Dtrna9G,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385794,C5L36_0Dtrna9K,C5L36_0Dtrna9K,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385795,C5L36_0Dtrna9R,C5L36_0Dtrna9R,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385796,C5L36_0Dtrna9S,C5L36_0Dtrna9S,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385797,C5L36_0Dtrna9V,C5L36_0Dtrna9V,-,-,4,-,tRNA,tRNA,-,-,-,-,20200918,-
4909,40385798,C5L36_0E00100,C5L36_0E00100,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385799,C5L36_0E00110,C5L36_0E00110,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385800,C5L36_0E00120,C5L36_0E00120,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385801,C5L36_0E00130,C5L36_0E00130,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385802,C5L36_0E00135,C5L36_0E00135,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385803,C5L36_0E00140,C5L36_0E00140,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385804,C5L36_0E00150,C5L36_0E00150,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385805,C5L36_0E00160,C5L36_0E00160,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385806,C5L36_0E00170,C5L36_0E00170,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385807,C5L36_0E00180,C5L36_0E00180,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385808,C5L36_0E00185,C5L36_0E00185,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385809,C5L36_0E00190,C5L36_0E00190,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385810,C5L36_0E00200,C5L36_0E00200,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385811,C5L36_0E00210,C5L36_0E00210,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385812,C5L36_0E00220,C5L36_0E00220,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385813,C5L36_0E00230,C5L36_0E00230,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385814,C5L36_0E00240,C5L36_0E00240,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385815,C5L36_0E00250,C5L36_0E00250,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385816,C5L36_0E00260,C5L36_0E00260,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385817,C5L36_0E00270,C5L36_0E00270,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385818,C5L36_0E00280,C5L36_0E00280,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385819,C5L36_0E00290,C5L36_0E00290,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385820,C5L36_0E00300,C5L36_0E00300,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385821,C5L36_0E00310,C5L36_0E00310,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385822,C5L36_0E00320,C5L36_0E00320,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385823,C5L36_0E00330,C5L36_0E00330,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385824,C5L36_0E00340,C5L36_0E00340,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385825,C5L36_0E00350,C5L36_0E00350,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385826,C5L36_0E00360,C5L36_0E00360,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385827,C5L36_0E00370,C5L36_0E00370,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385828,C5L36_0E00380,C5L36_0E00380,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385829,C5L36_0E00390,C5L36_0E00390,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385830,C5L36_0E00400,C5L36_0E00400,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385831,C5L36_0E00410,C5L36_0E00410,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
