#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
418784,36564350,C7M61_000959,C7M61_000959,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
418784,36564351,C7M61_000960,C7M61_000960,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564352,C7M61_000961,C7M61_000961,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564353,C7M61_000962,C7M61_000962,-,-,Unknown,-,glutaredoxin,protein-coding,-,-,-,glutaredoxin,20200919,-
418784,36564354,C7M61_000963,C7M61_000963,-,-,Unknown,-,lactoylglutathione lyase,protein-coding,-,-,-,lactoylglutathione lyase,20200919,-
418784,36564355,C7M61_000964,C7M61_000964,-,-,Unknown,-,3-methyl-2-oxobutanoate hydroxymethyltransferase,protein-coding,-,-,-,3-methyl-2-oxobutanoate hydroxymethyltransferase,20200919,-
418784,36564356,C7M61_000965,C7M61_000965,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
418784,36564357,C7M61_000966,C7M61_000966,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564358,C7M61_000967,C7M61_000967,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564359,C7M61_000968,C7M61_000968,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564360,C7M61_000969,C7M61_000969,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564361,C7M61_000970,C7M61_000970,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564362,C7M61_000971,C7M61_000971,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564363,C7M61_000972,C7M61_000972,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564364,C7M61_000973,C7M61_000973,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564365,C7M61_000974,C7M61_000974,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564366,C7M61_000975,C7M61_000975,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564367,C7M61_000976,C7M61_000976,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564368,C7M61_000977,C7M61_000977,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564369,C7M61_000978,C7M61_000978,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564370,C7M61_000979,C7M61_000979,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564371,C7M61_000980,C7M61_000980,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564372,C7M61_000981,C7M61_000981,-,-,Unknown,-,high osmolarity signaling protein SHO1,protein-coding,-,-,-,high osmolarity signaling protein SHO1,20200919,-
418784,36564373,C7M61_000982,C7M61_000982,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564374,C7M61_000983,C7M61_000983,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564375,C7M61_000984,C7M61_000984,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564376,C7M61_000985,C7M61_000985,-,-,Unknown,-,methionine aminopeptidase 2,protein-coding,-,-,-,methionine aminopeptidase 2,20200919,-
418784,36564377,C7M61_000986,C7M61_000986,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564378,C7M61_000987,C7M61_000987,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564379,C7M61_000988,C7M61_000988,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564380,C7M61_000989,C7M61_000989,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564381,C7M61_000990,C7M61_000990,-,-,Unknown,-,60S ribosomal protein L10a,protein-coding,-,-,-,60S ribosomal protein L10a,20210403,-
418784,36564382,C7M61_000991,C7M61_000991,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564383,C7M61_000992,C7M61_000992,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564384,C7M61_000993,C7M61_000993,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564385,C7M61_000994,C7M61_000994,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564386,C7M61_000995,C7M61_000995,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564387,C7M61_000996,C7M61_000996,-,-,Unknown,-,nucleolar GTP-binding protein 1,protein-coding,-,-,-,nucleolar GTP-binding protein 1,20200919,-
418784,36564388,C7M61_000997,C7M61_000997,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564389,C7M61_000998,C7M61_000998,-,-,Unknown,-,elongator complex protein 3,protein-coding,-,-,-,elongator complex protein 3,20200919,-
418784,36564390,C7M61_000999,C7M61_000999,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564391,C7M61_001000,C7M61_001000,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564392,C7M61_001001,C7M61_001001,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564393,C7M61_001002,C7M61_001002,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564394,C7M61_001003,C7M61_001003,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564395,C7M61_001004,C7M61_001004,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564396,C7M61_001005,C7M61_001005,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564397,C7M61_001006,C7M61_001006,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564398,C7M61_001007,C7M61_001007,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564399,C7M61_001008,C7M61_001008,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564400,C7M61_001009,C7M61_001009,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564401,C7M61_001010,C7M61_001010,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564402,C7M61_001011,C7M61_001011,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564403,C7M61_001012,C7M61_001012,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564404,C7M61_001013,C7M61_001013,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564405,C7M61_001014,C7M61_001014,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564406,C7M61_001015,C7M61_001015,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564407,C7M61_001016,C7M61_001016,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564408,C7M61_001017,C7M61_001017,-,-,Unknown,-,V-type proton ATPase catalytic subunit A,protein-coding,-,-,-,V-type proton ATPase catalytic subunit A,20200919,-
418784,36564409,C7M61_001018,C7M61_001018,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564410,C7M61_001019,C7M61_001019,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564411,C7M61_001020,C7M61_001020,-,-,Unknown,-,serine/threonine-protein phosphatase PP2A-2 catalytic subunit,protein-coding,-,-,-,serine/threonine-protein phosphatase PP2A-2 catalytic subunit,20200919,-
418784,36564412,C7M61_001021,C7M61_001021,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564413,C7M61_001022,C7M61_001022,-,-,Unknown,-,"5-aminolevulinate synthase, mitochondrial",protein-coding,-,-,-,"5-aminolevulinate synthase, mitochondrial",20200919,-
418784,36564414,C7M61_001023,C7M61_001023,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
418784,36564415,C7M61_001024,C7M61_001024,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564416,C7M61_001025,C7M61_001025,-,-,Unknown,-,biotin synthase,protein-coding,-,-,-,biotin synthase,20200919,-
418784,36564417,C7M61_001026,C7M61_001026,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564418,C7M61_001027,C7M61_001027,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564419,C7M61_001028,C7M61_001028,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564420,C7M61_001029,C7M61_001029,-,-,Unknown,-,ribosomal RNA large subunit methyltransferase J,protein-coding,-,-,-,ribosomal RNA large subunit methyltransferase J,20200919,-
418784,36564421,C7M61_001030,C7M61_001030,-,-,Unknown,-,"lysine-tRNA ligase, cytoplasmic",protein-coding,-,-,-,"lysine-tRNA ligase, cytoplasmic",20200919,-
418784,36564422,C7M61_001031,C7M61_001031,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564423,C7M61_001032,C7M61_001032,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564424,C7M61_001033,C7M61_001033,-,-,Unknown,-,triosephosphate isomerase,protein-coding,-,-,-,triosephosphate isomerase,20200919,-
418784,36564425,C7M61_001034,C7M61_001034,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564426,C7M61_001035,C7M61_001035,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564427,C7M61_001036,C7M61_001036,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564428,C7M61_001037,C7M61_001037,-,-,Unknown,-,eukaryotic translation initiation factor 1A,protein-coding,-,-,-,eukaryotic translation initiation factor 1A,20200919,-
418784,36564429,C7M61_001038,C7M61_001038,-,-,Unknown,-,40S ribosomal protein S13,protein-coding,-,-,-,40S ribosomal protein S13,20200919,-
418784,36564430,C7M61_001039,C7M61_001039,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564431,C7M61_001040,C7M61_001040,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564432,C7M61_001041,C7M61_001041,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564433,C7M61_001042,C7M61_001042,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564434,C7M61_001043,C7M61_001043,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564435,C7M61_001044,C7M61_001044,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564436,C7M61_001045,C7M61_001045,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564437,C7M61_001046,C7M61_001046,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564438,C7M61_001047,C7M61_001047,-,-,Unknown,-,phosphoglycerate kinase,protein-coding,-,-,-,phosphoglycerate kinase,20200919,-
418784,36564439,C7M61_001048,C7M61_001048,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564440,C7M61_001049,C7M61_001049,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564441,C7M61_001050,C7M61_001050,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564442,C7M61_001051,C7M61_001051,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564443,C7M61_001052,C7M61_001052,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564444,C7M61_001053,C7M61_001053,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564445,C7M61_001054,C7M61_001054,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564446,C7M61_001055,C7M61_001055,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564447,C7M61_001056,C7M61_001056,-,-,Unknown,-,60S ribosomal protein L15-A,protein-coding,-,-,-,60S ribosomal protein L15-A,20200919,-
418784,36564448,C7M61_001057,C7M61_001057,-,-,Unknown,-,bifunctional purine biosynthesis protein ADE17,protein-coding,-,-,-,bifunctional purine biosynthesis protein ADE17,20200919,-
418784,36564449,C7M61_001058,C7M61_001058,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564450,C7M61_001059,C7M61_001059,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564451,C7M61_001060,C7M61_001060,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564452,C7M61_001061,C7M61_001061,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564453,C7M61_001062,C7M61_001062,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564454,C7M61_001063,C7M61_001063,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564455,C7M61_001064,C7M61_001064,-,-,Unknown,-,cell division control protein 31,protein-coding,-,-,-,cell division control protein 31,20200919,-
418784,36564456,C7M61_001065,C7M61_001065,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564457,C7M61_001066,C7M61_001066,-,-,Unknown,-,26S protease subunit RPT4,protein-coding,-,-,-,26S protease subunit RPT4,20200919,-
418784,36564458,C7M61_001067,C7M61_001067,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564459,C7M61_001068,C7M61_001068,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564460,C7M61_001069,C7M61_001069,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564461,C7M61_001070,C7M61_001070,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564462,C7M61_001071,C7M61_001071,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564463,C7M61_001072,C7M61_001072,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564464,C7M61_001073,C7M61_001073,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564465,C7M61_001074,C7M61_001074,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564466,C7M61_001075,C7M61_001075,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564467,C7M61_001076,C7M61_001076,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564468,C7M61_001077,C7M61_001077,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564469,C7M61_001078,C7M61_001078,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564470,C7M61_001079,C7M61_001079,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564471,C7M61_001080,C7M61_001080,-,-,Unknown,-,pyridoxal kinase,protein-coding,-,-,-,pyridoxal kinase,20200919,-
418784,36564472,C7M61_001081,C7M61_001081,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564473,C7M61_001082,C7M61_001082,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564474,C7M61_001083,C7M61_001083,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564475,C7M61_001084,C7M61_001084,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564476,C7M61_001085,C7M61_001085,-,-,Unknown,-,ribosomal protein S12,protein-coding,-,-,-,ribosomal protein S12,20200919,-
418784,36564477,C7M61_001086,C7M61_001086,-,-,Unknown,-,acyl carrier protein,protein-coding,-,-,-,acyl carrier protein,20200919,-
418784,36564478,C7M61_001087,C7M61_001087,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564479,C7M61_001088,C7M61_001088,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564480,C7M61_001089,C7M61_001089,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564481,C7M61_001090,C7M61_001090,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564482,C7M61_001091,C7M61_001091,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564483,C7M61_001092,C7M61_001092,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564484,C7M61_001093,C7M61_001093,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564485,C7M61_001094,C7M61_001094,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564486,C7M61_001095,C7M61_001095,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564487,C7M61_001096,C7M61_001096,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564488,C7M61_001097,C7M61_001097,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564489,C7M61_001098,C7M61_001098,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564490,C7M61_001099,C7M61_001099,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564491,C7M61_001100,C7M61_001100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
