#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2047,9923519,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Actinomyces dentocariosus; Nocardia dentocariosus; Nocardia salivae; Rothia denticariosa.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20150424,-
2047,32323193,ES20_RS02325,ES20_RS02325,ES20_02370,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210424,-
2047,32323196,ES20_RS02420,ES20_RS02420,ES20_02465,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323200,ES20_RS02680,ES20_RS02680,ES20_02725,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210424,-
2047,32323202,ES20_RS02955,ES20_RS02955,ES20_03000,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32323203,ES20_RS11685,ES20_RS11685,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323204,ES20_RS02380,ES20_RS02380,ES20_02425,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323210,ES20_RS01875,ES20_RS01875,ES20_01910,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323214,ES20_RS01775,ES20_RS01775,ES20_01805,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323215,ES20_RS01770,ES20_RS01770,ES20_01800,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323217,ES20_RS02115,ES20_RS02115,ES20_02155,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323218,ES20_RS11985,ES20_RS11985,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32323224,ES20_RS01855,ES20_RS01855,ES20_01890,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323227,ES20_RS02145,ES20_RS02145,ES20_02185,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
2047,32323230,ES20_RS11625,ES20_RS11625,ES20_01795,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323232,ES20_RS01655,ES20_RS01655,ES20_01685,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323233,ES20_RS02120,ES20_RS02120,ES20_02160,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323234,ES20_RS02105,ES20_RS02105,ES20_02145,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323236,ES20_RS02060,ES20_RS02060,ES20_02100,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323242,ES20_RS01850,ES20_RS01850,ES20_01885,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323246,ES20_RS01830,ES20_RS01830,ES20_01860,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323249,ES20_RS01860,ES20_RS01860,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323250,ES20_RS01840,ES20_RS01840,ES20_01870,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323251,ES20_RS02110,ES20_RS02110,ES20_02150,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323257,ES20_RS01975,ES20_RS01975,ES20_02015,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170906,-
2047,32323259,ES20_RS01920,ES20_RS01920,ES20_01960,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210424,-
2047,32323263,ES20_RS01915,ES20_RS01915,ES20_01955,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323265,ES20_RS11630,ES20_RS11630,ES20_02230,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323268,ES20_RS01930,ES20_RS01930,ES20_01970,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323273,ES20_RS01950,ES20_RS01950,ES20_01990,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323275,ES20_RS01945,ES20_RS01945,ES20_01985,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323278,ES20_RS01980,ES20_RS01980,ES20_02020,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323283,ES20_RS01995,ES20_RS01995,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32323284,ES20_RS01650,ES20_RS01650,ES20_01680,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323285,ES20_RS11980,ES20_RS11980,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32323287,ES20_RS01665,ES20_RS01665,ES20_01695,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200905,-
2047,32323288,ES20_RS01970,ES20_RS01970,ES20_02010,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323290,ES20_RS01990,ES20_RS01990,ES20_02030,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323292,ES20_RS01660,ES20_RS01660,ES20_01690,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323299,ES20_RS02055,ES20_RS02055,ES20_02095,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323301,ES20_RS11975,ES20_RS11975,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323305,ES20_RS02045,ES20_RS02045,ES20_02085,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32323311,ES20_RS02065,ES20_RS02065,ES20_02105,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32323313,ES20_RS11635,ES20_RS11635,ES20_02235,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323314,ES20_RS01755,ES20_RS01755,ES20_01785,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323315,ES20_RS01760,ES20_RS01760,ES20_01790,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32323316,ES20_RS01880,ES20_RS01880,ES20_01915,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323317,ES20_RS01705,ES20_RS01705,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323320,ES20_RS01180,ES20_RS01180,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323323,ES20_RS01370,ES20_RS01370,ES20_01400,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323325,ES20_RS01345,ES20_RS01345,ES20_01375,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323327,ES20_RS01615,ES20_RS01615,ES20_01645,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32323330,ES20_RS01325,ES20_RS01325,ES20_01355,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323331,ES20_RS00220,ES20_RS00220,ES20_00220,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323333,ES20_RS00405,ES20_RS00405,ES20_00410,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323336,ES20_RS00835,ES20_RS00835,ES20_00860,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323339,ES20_RS00875,ES20_RS00875,ES20_00900,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323340,ES20_RS01290,ES20_RS01290,ES20_01320,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323348,ES20_RS00720,ES20_RS00720,ES20_00740,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323353,ES20_RS00775,ES20_RS00775,ES20_00795,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323354,ES20_RS00725,ES20_RS00725,ES20_00745,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323355,ES20_RS01020,ES20_RS01020,ES20_01050,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323356,ES20_RS00795,ES20_RS00795,ES20_00815,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323360,ES20_RS01170,ES20_RS01170,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323361,ES20_RS00780,ES20_RS00780,ES20_00800,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323364,ES20_RS01285,ES20_RS01285,ES20_01315,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32323368,ES20_RS00885,ES20_RS00885,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323373,ES20_RS00905,ES20_RS00905,ES20_00930,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210424,-
2047,32323375,ES20_RS01200,ES20_RS01200,ES20_01230,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323376,ES20_RS00910,ES20_RS00910,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323386,ES20_RS01135,ES20_RS01135,ES20_01165,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323391,ES20_RS00210,ES20_RS00210,ES20_00210,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323392,ES20_RS00265,ES20_RS00265,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323396,ES20_RS00610,ES20_RS00610,ES20_00625,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323397,ES20_RS01305,ES20_RS01305,ES20_01335,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323408,ES20_RS00685,ES20_RS00685,ES20_00700,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323413,ES20_RS01280,ES20_RS01280,ES20_01310,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200905,-
2047,32323415,ES20_RS00800,ES20_RS00800,ES20_00820,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323422,ES20_RS00550,ES20_RS00550,ES20_00560,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323425,ES20_RS01590,ES20_RS01590,ES20_01620,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323427,ES20_RS00740,ES20_RS00740,ES20_00760,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323429,ES20_RS11620,ES20_RS11620,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323430,ES20_RS01120,ES20_RS01120,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323432,ES20_RS00645,ES20_RS00645,ES20_00660,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32323436,ES20_RS01310,ES20_RS01310,ES20_01340,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323438,ES20_RS01320,ES20_RS01320,ES20_01350,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323439,ES20_RS01155,ES20_RS01155,ES20_01185,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323443,ES20_RS01350,ES20_RS01350,ES20_01380,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323444,ES20_RS01335,ES20_RS01335,ES20_01365,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323447,ES20_RS00870,ES20_RS00870,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323451,ES20_RS00250,ES20_RS00250,ES20_00250,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323458,ES20_RS01165,ES20_RS01165,ES20_01195,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200926,-
2047,32323459,ES20_RS00895,ES20_RS00895,ES20_00920,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323460,ES20_RS01330,ES20_RS01330,ES20_01360,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323461,ES20_RS01360,ES20_RS01360,ES20_01390,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323462,ES20_RS00865,ES20_RS00865,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323466,ES20_RS01315,ES20_RS01315,ES20_01345,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323474,ES20_RS00515,ES20_RS00515,ES20_00525,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323477,ES20_RS00840,ES20_RS00840,ES20_00865,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323481,ES20_RS00625,ES20_RS00625,ES20_00640,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210424,-
2047,32323483,ES20_RS11600,ES20_RS11600,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323491,ES20_RS01415,ES20_RS01415,ES20_01445,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32323494,ES20_RS11950,ES20_RS11950,ES20_00975,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323495,ES20_RS01620,ES20_RS01620,ES20_01650,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32323498,ES20_RS00185,ES20_RS00185,ES20_00185,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323505,ES20_RS00670,ES20_RS00670,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210424,-
2047,32323508,ES20_RS01400,ES20_RS01400,ES20_01430,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20190525,-
2047,32323511,ES20_RS01000,ES20_RS01000,ES20_01030,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323514,ES20_RS01625,ES20_RS01625,ES20_01655,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32323515,ES20_RS01450,ES20_RS01450,ES20_01480,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323516,ES20_RS00970,ES20_RS00970,ES20_01000,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32323518,ES20_RS11610,ES20_RS11610,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323519,ES20_RS00600,ES20_RS00600,ES20_00615,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323520,ES20_RS00175,ES20_RS00175,ES20_00175,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323525,ES20_RS00990,ES20_RS00990,ES20_01020,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323527,ES20_RS01010,ES20_RS01010,ES20_01040,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323530,ES20_RS01140,ES20_RS01140,ES20_01170,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323531,ES20_RS00450,ES20_RS00450,ES20_00455,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32323533,ES20_RS01005,ES20_RS01005,ES20_01035,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323535,ES20_RS01430,ES20_RS01430,ES20_01460,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323537,ES20_RS00985,ES20_RS00985,ES20_01015,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323546,ES20_RS01060,ES20_RS01060,ES20_01090,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323549,ES20_RS01130,ES20_RS01130,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323551,ES20_RS11970,ES20_RS11970,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32323552,ES20_RS01055,ES20_RS01055,ES20_01085,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323553,ES20_RS01045,ES20_RS01045,ES20_01075,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323558,ES20_RS01065,ES20_RS01065,ES20_01095,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32323561,ES20_RS01050,ES20_RS01050,ES20_01080,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323562,ES20_RS01025,ES20_RS01025,ES20_01055,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323570,ES20_RS01035,ES20_RS01035,ES20_01065,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323571,ES20_RS01475,ES20_RS01475,ES20_01505,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323575,ES20_RS01070,ES20_RS01070,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323576,ES20_RS01575,ES20_RS01575,ES20_01605,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323577,ES20_RS00580,ES20_RS00580,ES20_00595,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323580,ES20_RS01110,ES20_RS01110,ES20_01140,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323589,ES20_RS00570,ES20_RS00570,ES20_00585,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323591,ES20_RS01125,ES20_RS01125,ES20_01155,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323593,ES20_RS01100,ES20_RS01100,ES20_01130,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210424,-
2047,32323595,ES20_RS01080,ES20_RS01080,ES20_01110,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323602,ES20_RS00565,ES20_RS00565,ES20_00580,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323603,ES20_RS11595,ES20_RS11595,ES20_00605,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323606,ES20_RS00540,ES20_RS00540,ES20_00550,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323610,ES20_RS01185,ES20_RS01185,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323613,ES20_RS01175,ES20_RS01175,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32323614,ES20_RS00310,ES20_RS00310,ES20_00315,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323619,ES20_RS01015,ES20_RS01015,ES20_01045,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
