#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
287,2827877,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Bacillus aeruginosus; Bacillus pyocyaneus; Bacterium aeruginosum; Bacterium pyocyaneum; Micrococcus pyocyaneus; Pseudomonas polycolor; Pseudomonas pyocyanea; probable synonym or variety: ""Pseudomonas polycolor"" Clara 1930.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20210522,-
287,42592222,FIT60_RS00520,FIT60_RS00520,FIT60_04870,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592230,FIT60_RS01550,FIT60_RS01550,FIT60_05900,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
287,42592231,FIT60_RS00170,FIT60_RS00170,FIT60_04520,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592235,FIT60_RS00005,FIT60_RS00005,FIT60_04355,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
287,42592240,FIT60_RS01960,FIT60_RS01960,FIT60_06310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592242,FIT60_RS01015,FIT60_RS01015,FIT60_05365,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
287,42592252,FIT60_RS00845,FIT60_RS00845,FIT60_05195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
287,42592254,FIT60_RS00165,FIT60_RS00165,FIT60_04515,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592255,FIT60_RS01360,FIT60_RS01360,FIT60_05710,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592256,FIT60_RS00465,FIT60_RS00465,FIT60_04815,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592258,FIT60_RS00215,FIT60_RS00215,FIT60_04565,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592260,FIT60_RS01785,FIT60_RS01785,FIT60_06135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
287,42592266,FIT60_RS00600,FIT60_RS00600,FIT60_04950,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592275,FIT60_RS01170,FIT60_RS01170,FIT60_05520,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592281,FIT60_RS01310,FIT60_RS01310,FIT60_05660,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592285,FIT60_RS01645,FIT60_RS01645,FIT60_05995,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592286,FIT60_RS00450,FIT60_RS00450,FIT60_04800,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592287,FIT60_RS00295,FIT60_RS00295,FIT60_04645,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592288,FIT60_RS01180,FIT60_RS01180,FIT60_05530,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592290,FIT60_RS00180,FIT60_RS00180,FIT60_04530,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592291,FIT60_RS02315,FIT60_RS02315,FIT60_06665,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592292,FIT60_RS00205,FIT60_RS00205,FIT60_04555,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592296,FIT60_RS01535,FIT60_RS01535,FIT60_05885,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592301,FIT60_RS00030,FIT60_RS00030,FIT60_04380,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592303,FIT60_RS02120,FIT60_RS02120,FIT60_06470,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592304,FIT60_RS01055,FIT60_RS01055,FIT60_05405,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
287,42592307,FIT60_RS00320,FIT60_RS00320,FIT60_04670,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592309,FIT60_RS01555,FIT60_RS01555,FIT60_05905,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592312,FIT60_RS00210,FIT60_RS00210,FIT60_04560,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592320,FIT60_RS02035,FIT60_RS02035,FIT60_06385,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592324,FIT60_RS00455,FIT60_RS00455,FIT60_04805,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
287,42592326,FIT60_RS00285,FIT60_RS00285,FIT60_04635,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
287,42592327,FIT60_RS01100,FIT60_RS01100,FIT60_05450,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592335,FIT60_RS01540,FIT60_RS01540,FIT60_05890,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
287,42592338,FIT60_RS00745,FIT60_RS00745,FIT60_05095,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592340,FIT60_RS00360,FIT60_RS00360,FIT60_04710,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592344,FIT60_RS01145,FIT60_RS01145,FIT60_05495,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592346,FIT60_RS01650,FIT60_RS01650,FIT60_06000,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592348,FIT60_RS01915,FIT60_RS01915,FIT60_06265,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
287,42592354,FIT60_RS02095,FIT60_RS02095,FIT60_06445,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
287,42592355,FIT60_RS00050,FIT60_RS00050,FIT60_04400,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592359,FIT60_RS01835,FIT60_RS01835,FIT60_06185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592362,FIT60_RS02295,FIT60_RS02295,FIT60_06645,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592364,FIT60_RS00995,FIT60_RS00995,FIT60_05345,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592366,FIT60_RS01640,FIT60_RS01640,FIT60_05990,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210327,-
287,42592367,FIT60_RS02325,FIT60_RS02325,FIT60_06675,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592370,FIT60_RS01635,FIT60_RS01635,FIT60_05985,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592371,FIT60_RS00485,FIT60_RS00485,FIT60_04835,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592372,FIT60_RS02205,FIT60_RS02205,FIT60_06555,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592374,FIT60_RS02210,FIT60_RS02210,FIT60_06560,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
287,42592378,FIT60_RS01135,FIT60_RS01135,FIT60_05485,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592381,FIT60_RS00830,FIT60_RS00830,FIT60_05180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592382,FIT60_RS01770,FIT60_RS01770,FIT60_06120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210327,-
287,42592383,FIT60_RS01105,FIT60_RS01105,FIT60_05455,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592386,FIT60_RS00190,FIT60_RS00190,FIT60_04540,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592392,FIT60_RS01760,FIT60_RS01760,FIT60_06110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592393,FIT60_RS00460,FIT60_RS00460,FIT60_04810,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592394,FIT60_RS02455,FIT60_RS02455,FIT60_06805,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
287,42592395,FIT60_RS01620,FIT60_RS01620,FIT60_05970,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592397,FIT60_RS01075,FIT60_RS01075,FIT60_05425,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592400,FIT60_RS00975,FIT60_RS00975,FIT60_05325,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592407,FIT60_RS00530,FIT60_RS00530,FIT60_04880,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592410,FIT60_RS01010,FIT60_RS01010,FIT60_05360,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592411,FIT60_RS00370,FIT60_RS00370,FIT60_04720,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592414,FIT60_RS02255,FIT60_RS02255,FIT60_06605,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592415,FIT60_RS01285,FIT60_RS01285,FIT60_05635,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592421,FIT60_RS01755,FIT60_RS01755,FIT60_06105,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210327,-
287,42592422,FIT60_RS01160,FIT60_RS01160,FIT60_05510,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592424,FIT60_RS01580,FIT60_RS01580,FIT60_05930,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592426,FIT60_RS01445,FIT60_RS01445,FIT60_05795,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592427,FIT60_RS00305,FIT60_RS00305,FIT60_04655,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592430,FIT60_RS00270,FIT60_RS00270,FIT60_04620,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592431,FIT60_RS02425,FIT60_RS02425,FIT60_06775,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592435,FIT60_RS01850,FIT60_RS01850,FIT60_06200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592436,FIT60_RS01065,FIT60_RS01065,FIT60_05415,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
287,42592438,FIT60_RS01765,FIT60_RS01765,FIT60_06115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592439,FIT60_RS00970,FIT60_RS00970,FIT60_05320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592441,FIT60_RS00495,FIT60_RS00495,FIT60_04845,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592442,FIT60_RS01560,FIT60_RS01560,FIT60_05910,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592443,FIT60_RS01085,FIT60_RS01085,FIT60_05435,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592444,FIT60_RS00230,FIT60_RS00230,FIT60_04580,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592448,FIT60_RS00400,FIT60_RS00400,FIT60_04750,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592451,FIT60_RS00110,FIT60_RS00110,FIT60_04460,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592455,FIT60_RS00315,FIT60_RS00315,FIT60_04665,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592457,FIT60_RS00980,FIT60_RS00980,FIT60_05330,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592458,FIT60_RS02240,FIT60_RS02240,FIT60_06590,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592459,FIT60_RS01895,FIT60_RS01895,FIT60_06245,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592461,FIT60_RS01165,FIT60_RS01165,FIT60_05515,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592464,FIT60_RS01820,FIT60_RS01820,FIT60_06170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592466,FIT60_RS00990,FIT60_RS00990,FIT60_05340,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592467,FIT60_RS02400,FIT60_RS02400,FIT60_06750,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592468,FIT60_RS01590,FIT60_RS01590,FIT60_05940,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592479,FIT60_RS01735,FIT60_RS01735,FIT60_06085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592481,FIT60_RS01080,FIT60_RS01080,FIT60_05430,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592483,FIT60_RS02220,FIT60_RS02220,FIT60_06570,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592484,FIT60_RS01740,FIT60_RS01740,FIT60_06090,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
287,42592486,FIT60_RS01140,FIT60_RS01140,FIT60_05490,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592489,FIT60_RS01130,FIT60_RS01130,FIT60_05480,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592491,FIT60_RS01305,FIT60_RS01305,FIT60_05655,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592492,FIT60_RS02330,FIT60_RS02330,FIT60_06680,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592494,FIT60_RS00420,FIT60_RS00420,FIT60_04770,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592495,FIT60_RS02215,FIT60_RS02215,FIT60_06565,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592499,FIT60_RS01910,FIT60_RS01910,FIT60_06260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592502,FIT60_RS01030,FIT60_RS01030,FIT60_05380,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592503,FIT60_RS01115,FIT60_RS01115,FIT60_05465,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
287,42592504,FIT60_RS02435,FIT60_RS02435,FIT60_06785,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592507,FIT60_RS00310,FIT60_RS00310,FIT60_04660,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592508,FIT60_RS00185,FIT60_RS00185,FIT60_04535,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592509,FIT60_RS01795,FIT60_RS01795,FIT60_06145,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592510,FIT60_RS00620,FIT60_RS00620,FIT60_04970,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592511,FIT60_RS02290,FIT60_RS02290,FIT60_06640,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592513,FIT60_RS00140,FIT60_RS00140,FIT60_04490,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592517,FIT60_RS00480,FIT60_RS00480,FIT60_04830,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592523,FIT60_RS01745,FIT60_RS01745,FIT60_06095,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
287,42592524,FIT60_RS01815,FIT60_RS01815,FIT60_06165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592526,FIT60_RS01845,FIT60_RS01845,FIT60_06195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592527,FIT60_RS01585,FIT60_RS01585,FIT60_05935,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592531,FIT60_RS00835,FIT60_RS00835,FIT60_05185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
287,42592532,FIT60_RS00095,FIT60_RS00095,FIT60_04445,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592533,FIT60_RS00025,FIT60_RS00025,FIT60_04375,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592537,FIT60_RS01155,FIT60_RS01155,FIT60_05505,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
287,42592539,FIT60_RS00195,FIT60_RS00195,FIT60_04545,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592543,FIT60_RS00515,FIT60_RS00515,FIT60_04865,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592566,FIT60_RS01870,FIT60_RS01870,FIT60_06220,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592568,FIT60_RS02270,FIT60_RS02270,FIT60_06620,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592569,FIT60_RS00545,FIT60_RS00545,FIT60_04895,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592575,FIT60_RS01775,FIT60_RS01775,FIT60_06125,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592579,FIT60_RS00435,FIT60_RS00435,FIT60_04785,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592580,FIT60_RS00805,FIT60_RS00805,FIT60_05155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592582,FIT60_RS01880,FIT60_RS01880,FIT60_06230,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592584,FIT60_RS01615,FIT60_RS01615,FIT60_05965,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592588,FIT60_RS02450,FIT60_RS02450,FIT60_06800,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592591,FIT60_RS00405,FIT60_RS00405,FIT60_04755,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592597,FIT60_RS00300,FIT60_RS00300,FIT60_04650,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592602,FIT60_RS01920,FIT60_RS01920,FIT60_06270,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191206,-
287,42592603,FIT60_RS00120,FIT60_RS00120,FIT60_04470,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592604,FIT60_RS00430,FIT60_RS00430,FIT60_04780,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
287,42592606,FIT60_RS02015,FIT60_RS02015,FIT60_06365,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191203,-
